EFTA	PROPN	Abbr=Yes
EI	SYM	Abbr=Yes
EK	PROPN	Abbr=Yes
E.K	PROPN	Abbr=Yes
EKA	PROPN	Abbr=Yes
EKG	PROPN	Abbr=Yes
EKP	PROPN	Abbr=Yes
eKr	ADV	Abbr=Yes
e.Kr	ADV	Abbr=Yes
EKS	PROPN	Abbr=Yes
EL	PROPN	Abbr=Yes
ELI	PROPN	Abbr=Yes
ELU	PROPN	Abbr=Yes
EM	PROPN	Abbr=Yes
EMA	PROPN	Abbr=Yes
e.m.a	ADV	Abbr=Yes
E=mc2	SYM	Abbr=Yes
EMI	PROPN	Abbr=Yes
EMOR	PROPN	Abbr=Yes
EMT	PROPN	Abbr=Yes
en	X	Abbr=Yes
ENSV	PROPN	Abbr=Yes
EPA	PROPN	Abbr=Yes
EPA-	PROPN	Abbr=Yes
EPL	PROPN	Abbr=Yes
EPMÜ	PROPN	Abbr=Yes
ERA	PROPN	Abbr=Yes
ERKF	PROPN	Abbr=Yes
ERSO	PROPN	Abbr=Yes
es	X	Abbr=Yes
ESA	PROPN	Abbr=Yes
ESO510-13	SYM	Abbr=Yes
Esto-TV	PROPN	Abbr=Yes
ET	PROPN	Abbr=Yes
ETA	PROPN	Abbr=Yes
ETF	PROPN	Abbr=Yes
ETKL	PROPN	Abbr=Yes
etkl.antnet.ee/etkl	SYM	Abbr=Yes
eto	X	Abbr=Yes
ETU	PROPN	Abbr=Yes
ETV	PROPN	Abbr=Yes
EU	PROPN	Abbr=Yes
EuN	PROPN	Abbr=Yes
EuNi	PROPN	Abbr=Yes
europa.eu.int/eur-lex/en/index.html	SYM	Abbr=Yes
EV	PROPN	Abbr=Yes
EVEA	PROPN	Abbr=Yes
EVP	PROPN	Abbr=Yes
ex	X	Abbr=Yes
EXPO	PROPN	Abbr=Yes
F	SYM	Abbr=Yes
F.	PROPN	Abbr=Yes
f	SYM	Abbr=Yes
F3	SYM	Abbr=Yes
FAO	PROPN	Abbr=Yes
FAPSI	PROPN	Abbr=Yes
FAT16	SYM	Abbr=Yes
FBI	PROPN	Abbr=Yes
FC	PROPN	Abbr=Yes
FDP	PROPN	Abbr=Yes
ffrr	PROPN	Abbr=Yes
FIE	NOUN	Abbr=Yes
FIFA	PROPN	Abbr=Yes
FIM	SYM	Abbr=Yes
Fle3	SYM	Abbr=Yes
FM	PROPN	Abbr=Yes
FOX	PROPN	Abbr=Yes
FU	PROPN	Abbr=Yes
fucked-up	X	Abbr=Yes
G.	PROPN	Abbr=Yes
g	NOUN	Abbr=Yes
g·	NOUN	Abbr=Yes
G2	PROPN	Abbr=Yes
GAG	PROPN	Abbr=Yes
GB	NOUN	Abbr=Yes
GC	PROPN	Abbr=Yes
gea@ekspress.ee	SYM	Abbr=Yes
gh	SYM	Abbr=Yes
g/kg	ADV	Abbr=Yes
GM	PROPN	Abbr=Yes
GM-CSF	PROPN	Abbr=Yes
GPRS	PROPN	Abbr=Yes
GPS	PROPN	Abbr=Yes
GSM	PROPN	Abbr=Yes
GT	PROPN	Abbr=Yes
GTP	PROPN	Abbr=Yes
GTS-R	PROPN	Abbr=Yes
Gu	NOUN	Abbr=Yes
GULAG	PROPN	Abbr=Yes
G.V-S	PROPN	Abbr=Yes
H	PROPN	Abbr=Yes
H.	PROPN	Abbr=Yes
h	NOUN	Abbr=Yes
H3C-(CH2)3-(CH2CH=CH)3-(CH2)4-COOH	SYM	Abbr=Yes
H3C(CH2-CH=CH)3-(CH2)7-COOH	SYM	Abbr=Yes
H3C-(CH2-CH=CH)5-(CH2)3-COOH	SYM	Abbr=Yes
H3C-(CH2-CH=CH)6-(CH2)2COOH	SYM	Abbr=Yes
ha	NOUN	Abbr=Yes
HAQ	PROPN	Abbr=Yes
HC	PROPN	Abbr=Yes
HCl	SYM	Abbr=Yes
HCS	PROPN	Abbr=Yes
HCS12	PROPN	Abbr=Yes
HDL	PROPN	Abbr=Yes
HE	PROPN	Abbr=Yes
heiti.kender@ekspress.ee	SYM	Abbr=Yes
helen.urbanik@ekspress.ee	SYM	Abbr=Yes
Hg	SYM	Abbr=Yes
HIM	PROPN	Abbr=Yes
HIS	PROPN	Abbr=Yes
HK	PROPN	Abbr=Yes
hommiku-DJ	NOUN	Abbr=Yes
H-P	PROPN	Abbr=Yes
Hr	NOUN	Abbr=Yes
hr	NOUN	Abbr=Yes
HRQL	PROPN	Abbr=Yes
HRW	PROPN	Abbr=Yes
HS	PROPN	Abbr=Yes
HST	PROPN	Abbr=Yes
HTB	PROPN	Abbr=Yes
http SYM		Abbr=Yes
i	SYM	Abbr=Yes
i.a	X	Abbr=Yes
i.a.1	X	Abbr=Yes
i.a.a	X	Abbr=Yes
IB	PROPN	Abbr=Yes
ibid	X	Abbr=Yes
IBM	PROPN	Abbr=Yes
ICF	PROPN	Abbr=Yes
ICL	PROPN	Abbr=Yes
ICMEM	PROPN	Abbr=Yes
ICP	PROPN	Abbr=Yes
ID	PROPN	Abbr=Yes
IE	PROPN	Abbr=Yes
IEEE	PROPN	Abbr=Yes
IG	PROPN	Abbr=Yes
Ig	SYM	Abbr=Yes
IgA	SYM	Abbr=Yes
IgE	SYM	Abbr=Yes
IgG	SYM	Abbr=Yes
IJA	PROPN	Abbr=Yes
IKT	PROPN	Abbr=Yes
IL	PROPN	Abbr=Yes
ILO	PROPN	Abbr=Yes
IME	PROPN	Abbr=Yes
IMF	PROPN	Abbr=Yes
IMG	PROPN	Abbr=Yes
IMS	PROPN	Abbr=Yes
IMSI	PROPN	Abbr=Yes
In	X	Abbr=Yes
in	X	Abbr=Yes
info@euroopaliikumine.ee	SYM	Abbr=Yes
ingl sõnaliik	A	Abbr=Yes
IPCC	PROPN	Abbr=Yes
IP-VPN	PROPN	Abbr=Yes
IQ	PROPN	Abbr=Yes
IQEU	PROPN	Abbr=Yes
IQUE	PROPN	Abbr=Yes
IR	PROPN	Abbr=Yes
IRAM	PROPN	Abbr=Yes
IRIS	PROPN	Abbr=Yes
Is	X	Abbr=Yes
is	X	Abbr=Yes
ISO	PROPN	Abbr=Yes
ISSN	PROPN	Abbr=Yes
IT	PROPN	Abbr=Yes
ITCOLE	PROPN	Abbr=Yes
IU	PROPN	Abbr=Yes
IUGG	PROPN	Abbr=Yes
IU/ml	PROPN	Abbr=Yes
I/v	SYM	Abbr=Yes
J	PROPN	Abbr=Yes
J.	PROPN	Abbr=Yes
jaan	NOUN	Abbr=Yes
Jak-18T	SYM	Abbr=Yes
J.J	PROPN	Abbr=Yes
jm	ADV	Abbr=Yes
JMB PROPN		Abbr=Yes
jms	ADV	Abbr=Yes
jn	ADV	Abbr=Yes
JNC	PROPN	Abbr=Yes
jne	ADV	Abbr=Yes
jpt	ADV	Abbr=Yes
Jr 	PROPN	Abbr=Yes
jt	ADV	Abbr=Yes
K 	SYM	Abbr=Yes
K. 	PROPN	Abbr=Yes
k	ADV	Abbr=Yes
k.a	ADV	Abbr=Yes
kb/s	ADV	Abbr=Yes
KDJ 	PROPN	Abbr=Yes
kg	NOUN	Abbr=Yes
KGB	PROPN	Abbr=Yes
K.-H.	PROPN	Abbr=Yes
KJ	PROPN	Abbr=Yes
KK	PROPN	Abbr=Yes
kk	PROPN	Abbr=Yes
kl	NOUN	Abbr=Yes
km	NOUN	Abbr=Yes
km2	NOUN	Abbr=Yes
km3	NOUN	Abbr=Yes
km/h	ADV	Abbr=Yes
KMI	NOUN	Abbr=Yes
km/s	ADV	Abbr=Yes
ko	NOUN	Abbr=Yes
KOV	NOUN	Abbr=Yes
KP	PROPN	Abbr=Yes
KPIs S prop sg	in	Abbr=Yes
Kr	PROPN	Abbr=Yes
kr	NOUN	Abbr=Yes
kranaat@ekspress.ee	SYM	Abbr=Yes
kr/g	ADV	Abbr=Yes
krista.piirimae@hot.ee	SYM	Abbr=Yes
kr/kg	ADV	Abbr=Yes
KT	PROPN	Abbr=Yes
kt	NOUN	Abbr=Yes
KUSA	PROPN	Abbr=Yes
kuum@ekspress.ee	SYM	Abbr=Yes
KVR	PROPN	Abbr=Yes
L.	PROPN	Abbr=Yes
L28	SYM	Abbr=Yes
La	PROPN	Abbr=Yes
la	PROPN	Abbr=Yes
laia_tarbe-USB	NOUN	Abbr=Yes
LANTUS	PROPN	Abbr=Yes
LD	PROPN	Abbr=Yes
LDL	PROPN	Abbr=Yes
Le	PROPN	Abbr=Yes
lg	NOUN	Abbr=Yes
Li	PROPN	Abbr=Yes
lk	NOUN	Abbr=Yes
LOM	PROPN	Abbr=Yes
lp 	ADJ	Abbr=Yes
LRE	PROPN	Abbr=Yes
LSG	PROPN	Abbr=Yes
LTR-C4	SYM	Abbr=Yes
LTV	PROPN	Abbr=Yes
M.	PROPN	Abbr=Yes
m	NOUN	Abbr=Yes
M1	SYM	Abbr=Yes
m2	NOUN	Abbr=Yes
m²	NOUN	Abbr=Yes
M3	SYM	Abbr=Yes
M4	SYM	Abbr=Yes
M=5	SYM	Abbr=Yes
M83	SYM	Abbr=Yes
Ma	NOUN	Abbr=Yes
madis@ekspress.ee	SYM	Abbr=Yes
mai-pc.ut.ee	SYM	Abbr=Yes
m.a.j	ADV	Abbr=Yes
marika.tammaru-kliinikum.ee	SYM	Abbr=Yes
MAZ	PROPN	Abbr=Yes
MB	PROPN	Abbr=Yes
MBP	PROPN	Abbr=Yes
MBU	PROPN	Abbr=Yes
MC	PROPN	Abbr=Yes
MC9S12UF32	SYM	Abbr=Yes
MCA	PROPN	Abbr=Yes
MDP	PROPN	Abbr=Yes
MDT	PROPN	Abbr=Yes
ME	PROPN	Abbr=Yes
MERCK	PROPN	Abbr=Yes
mg S	com?	Abbr=Yes
mg/g	ADV	Abbr=Yes
mg/kg	ADV	Abbr=Yes
MH	PROPN	Abbr=Yes
MHz	NOUN	Abbr=Yes
milj	NUM	Abbr=Yes
min	NOUN	Abbr=Yes
MK	PROPN	Abbr=Yes
mk	PROPN	Abbr=Yes
ML	PROPN	Abbr=Yes
ml	PROPN	Abbr=Yes
mln	NUM	Abbr=Yes
MM	PROPN	Abbr=Yes
mm	NOUN	Abbr=Yes
mm2	NOUN	Abbr=Yes
MMM	PROPN	Abbr=Yes
mmol/l	ADV	Abbr=Yes
mnt	PROPN	Abbr=Yes
mol/g	ADV	Abbr=Yes
MoS	PROPN	Abbr=Yes
MP3	PROPN	Abbr=Yes
MPAA	PROPN	Abbr=Yes
MPEG	PROPN	Abbr=Yes
MR	NOUN	Abbr=Yes
Mr	PROPN	Abbr=Yes
MRI	PROPN	Abbr=Yes
MRT	PROPN	Abbr=Yes
MS	PROPN	Abbr=Yes
m/s	ADV	Abbr=Yes
MTV	PROPN	Abbr=Yes
MTÜ	PROPN	Abbr=Yes
M.W	PROPN	Abbr=Yes
Mõ	X	Abbr=Yes
mõ	X	Abbr=Yes
My	X	Abbr=Yes
my	X	Abbr=Yes
MYERS	PROPN	Abbr=Yes
N	PROPN	Abbr=Yes
N.	PROPN	Abbr=Yes
n	SYM	Abbr=Yes
NASA	PROPN	Abbr=Yes
NASCAR	PROPN	Abbr=Yes
NATO	PROPN	Abbr=Yes
NB	X	Abbr=Yes
NBA	PROPN	Abbr=Yes
NCAR	PROPN	Abbr=Yes
NCR	PROPN	Abbr=Yes
Nd	INTJ	Abbr=Yes
ne	X	Abbr=Yes
NEZ	PROPN	Abbr=Yes
N.G	PROPN	Abbr=Yes
NGC	PROPN	Abbr=Yes
nim	ADJ	Abbr=Yes
NKVD	PROPN	Abbr=Yes
NL	PROPN	Abbr=Yes
NLKP	PROPN	Abbr=Yes
NMDA	PROPN	Abbr=Yes
Nn	ADJ	Abbr=Yes
Nn.	ADJ	Abbr=Yes
nn	ADJ	Abbr=Yes
noortalunikud@hot.ee	SYM	Abbr=Yes
NOR	PROPN	Abbr=Yes
nov	NOUN	Abbr=Yes
Nov-jaan	NOUN	Abbr=Yes
nr	NOUN	Abbr=Yes
NROM	PROPN	Abbr=Yes
NSA	PROPN	Abbr=Yes
NSSN	PROPN	Abbr=Yes
NSV	PROPN	Abbr=Yes
NSVL	PROPN	Abbr=Yes
nt	ADV	Abbr=Yes
N-ö	ADV	Abbr=Yes
N.-ö	ADV	Abbr=Yes
n-ö	ADV	Abbr=Yes
n.-ö	ADV	Abbr=Yes
n.ö	ADV	Abbr=Yes
nö	ADV	Abbr=Yes
O	PROPN	Abbr=Yes
O.	PROPN	Abbr=Yes
o	SYM	Abbr=Yes
OA	PROPN	Abbr=Yes
OECD	PROPN	Abbr=Yes
Of	X	Abbr=Yes
of	X	Abbr=Yes
OGPU	PROPN	Abbr=Yes
oivi.uibo-kliinikum.ee	SYM	Abbr=Yes
OJ287	SYM	Abbr=Yes
OK	ADV	Abbr=Yes
om@hot.ee	SYM	Abbr=Yes
OMP3	SYM	Abbr=Yes
OPM3	SYM	Abbr=Yes
OPT	PROPN	Abbr=Yes
or	X	Abbr=Yes
OS 	PROPN	Abbr=Yes
ot	X	Abbr=Yes
OÜ	PROPN	Abbr=Yes
Oy	PROPN	Abbr=Yes
P	PROPN	Abbr=Yes
P.	PROPN	Abbr=Yes
p	NOUN	Abbr=Yes
p11	X	Abbr=Yes
p11q13	SYM	Abbr=Yes
PAF 	PROPN	Abbr=Yes
PDA 	PROPN	Abbr=Yes
PDS 	PROPN	Abbr=Yes
PE 	PROPN	Abbr=Yes
P/E 	PROPN	Abbr=Yes
PERH 	PROPN	Abbr=Yes
PET 	PROPN	Abbr=Yes
pH	NOUN	Abbr=Yes
PIAS	PROPN	Abbr=Yes
PM 	PROPN	Abbr=Yes
P.M 	PROPN	Abbr=Yes
PMBOK 	PROPN	Abbr=Yes
PMI	PROPN	Abbr=Yes
Po	X	Abbr=Yes
populi	X	Abbr=Yes
POÜ PROPN		Abbr=Yes
PPP	PROPN	Abbr=Yes
ppt	NOUN	Abbr=Yes
pr	NOUN	Abbr=Yes
PRIA	PROPN	Abbr=Yes
PRO	PROPN	Abbr=Yes
prof	NOUN	Abbr=Yes
proto.groovetech.com/mk-demf.rxml	SYM	Abbr=Yes
ps	ADV	Abbr=Yes
PSV	PROPN	Abbr=Yes
PÖFF	PROPN	Abbr=Yes
PÜ	PROPN	Abbr=Yes
PÜ1	PROPN	Abbr=Yes
PÜ2	PROPN	Abbr=Yes
PÜ3	PROPN	Abbr=Yes
PÜ4	PROPN	Abbr=Yes
q13	SYM	Abbr=Yes
q23	SYM	Abbr=Yes
q27.3	SYM	Abbr=Yes
Qol	PROPN	Abbr=Yes
R	PROPN	Abbr=Yes
R.	PROPN	Abbr=Yes
R=15	SYM	Abbr=Yes
R2	SYM	Abbr=Yes
R250	SYM	Abbr=Yes
RA	PROPN	Abbr=Yes
RAK	PROPN	Abbr=Yes
RAM	PROPN	Abbr=Yes
RAND	PROPN	Abbr=Yes
raul.ranne@ekspress.ee	SYM	Abbr=Yes
RD	PROPN	Abbr=Yes
RDF	PROPN	Abbr=Yes
RDHCS12UF32TD	SYM	Abbr=Yes
rein.teesalu-kliinikum.ee	SYM	Abbr=Yes
relig	NOUN	Abbr=Yes
RER	PROPN	Abbr=Yes
RFA	PROPN	Abbr=Yes
RFID	PROPN	Abbr=Yes
RIA	PROPN	Abbr=Yes
RIBA	PROPN	Abbr=Yes
RIMI	PROPN	Abbr=Yes
RLE	PROPN	Abbr=Yes
RMEM	PROPN	Abbr=Yes
RMK	PROPN	Abbr=Yes
RNA	PROPN	Abbr=Yes
ROKPROPN	Abbr=Yes
ROM	PROPN	Abbr=Yes
S	PROPN	Abbr=Yes
S.	PROPN	Abbr=Yes
s	SYM	Abbr=Yes
S0	SYM	Abbr=Yes
S1	SYM	Abbr=Yes
S2	SYM	Abbr=Yes
S2QL	PROPN	Abbr=Yes
S3	SYM	Abbr=Yes
SA	PROPN	Abbr=Yes
saj	NOUN	Abbr=Yes
Saksa-USA	PROPN	Abbr=Yes
SAP	PROPN	Abbr=Yes
SAS	PROPN	Abbr=Yes
SCI	PROPN	Abbr=Yes
Sci-Fi	NOUN	Abbr=Yes
SCORM	PROPN	Abbr=Yes
SCRUM	PROPN	Abbr=Yes
SEAL	PROPN	Abbr=Yes
SEB	PROPN	Abbr=Yes
SF	PROPN	Abbr=Yes
sh	ADV	Abbr=Yes
s.h	ADV	Abbr=Yes
SHARP	PROPN	Abbr=Yes
SIF	PROPN	Abbr=Yes
SK	PROPN	Abbr=Yes
SKA	PROPN	Abbr=Yes
SKO	PROPN	Abbr=Yes
SKP	PROPN	Abbr=Yes
skp	NOUN	Abbr=Yes
SKT	PROPN	Abbr=Yes
SL	PROPN	Abbr=Yes
sl	NOUN	Abbr=Yes
sm	NOUN	Abbr=Yes
SMEM	PROPN	Abbr=Yes
SMS	NOUN	Abbr=Yes
so	ADV	Abbr=Yes
s.o	ADV	Abbr=Yes
SOG	PROPN	Abbr=Yes
sol	X	Abbr=Yes
SOV	PROPN	Abbr=Yes
sp	NOUN	Abbr=Yes
SPAM	PROPN	Abbr=Yes
SPD	PROPN	Abbr=Yes
SPO	PROPN	Abbr=Yes
SPSS	PROPN	Abbr=Yes
SRAM	PROPN	Abbr=Yes
SRI	PROPN	Abbr=Yes
SRV	PROPN	Abbr=Yes
SRÜ	PROPN	Abbr=Yes
SSEES	PROPN	Abbr=Yes
SSN	PROPN	Abbr=Yes
SSR	PROPN	Abbr=Yes
SZATAKI	PROPN	Abbr=Yes
S.t	ADV	Abbr=Yes
st	ADV	Abbr=Yes
s.t	ADV	Abbr=Yes
SUDEP	PROPN	Abbr=Yes
sulev@ekspress.ee	SYM	Abbr=Yes
sulev.haldre-kliinikum.ee	SYM	Abbr=Yes
svetlana.matjus-kliinikum.ee	SYM	Abbr=Yes
SWIFT	PROPN	Abbr=Yes
SVK	PROPN	Abbr=Yes
SVR	PROPN	Abbr=Yes
š	SYM	Abbr=Yes
Z	SYM	Abbr=Yes
T	PROPN	Abbr=Yes
T.	PROPN	Abbr=Yes
t	NOUN	Abbr=Yes
t=0	SYM	Abbr=Yes
T2	SYM	Abbr=Yes
T-90S	SYM	Abbr=Yes
T.A	PROPN	Abbr=Yes
tabe17	NOUN	Abbr=Yes
TAIK	PROPN	Abbr=Yes
TARMP0421	SYM	Abbr=Yes
TASA	PROPN	Abbr=Yes
TC58DVG02A1	SYM	Abbr=Yes
tel	NOUN	Abbr=Yes
TENA	PROPN	Abbr=Yes
Th11-L2	SYM	Abbr=Yes
THE	X	Abbr=Yes
Tiina.Joosu@ekspress.ee	SYM	Abbr=Yes
TJ	PROPN	Abbr=Yes
TJI	PROPN	Abbr=Yes
tk	NOUN	Abbr=Yes
TKU	PROPN	Abbr=Yes
tl	ADV	Abbr=Yes
tlk	NOUN	Abbr=Yes
TLU	PROPN	Abbr=Yes
TLÜ	PROPN	Abbr=Yes
T.M	PROPN	Abbr=Yes
To	X	Abbr=Yes
to	X	Abbr=Yes
toim	NOUN	Abbr=Yes
toomas.vabamae@ekspress.ee	SYM	Abbr=Yes
TOP	PROPN	Abbr=Yes
TPI	PROPN	Abbr=Yes
TPM	PROPN	Abbr=Yes
TPÜ	PROPN	Abbr=Yes
TPÜ/ELK	PROPN	Abbr=Yes
TRAC	PROPN	Abbr=Yes
travõ3	X	Abbr=Yes
TRIPs	PROPN	Abbr=Yes
ts/ha	ADV	Abbr=Yes
tš	SYM	Abbr=Yes
TTÜ	PROPN	Abbr=Yes
TUK	PROPN	Abbr=Yes
TV	PROPN	Abbr=Yes
tv	NOUN	Abbr=Yes
TV1	PROPN	Abbr=Yes
TV2	PROPN	Abbr=Yes
TV3	PROPN	Abbr=Yes
TVMK	PROPN	Abbr=Yes
TÜ	PROPN	Abbr=Yes
U	SYM	Abbr=Yes
U.	PROPN	Abbr=Yes
u	ADV	Abbr=Yes
U3	PROPN	Abbr=Yes
UAV	PROPN	Abbr=Yes
UBS	PROPN	Abbr=Yes
UCI	PROPN	Abbr=Yes
UE	PROPN	Abbr=Yes
UF32	SYM	Abbr=Yes
UFD	PROPN	Abbr=Yes
UFDA	PROPN	Abbr=Yes
UI	PROPN	Abbr=Yes
UiO	PROPN	Abbr=Yes
UK	PROPN	Abbr=Yes
ULEB	PROPN	Abbr=Yes
UNO	PROPN	Abbr=Yes
up	X	Abbr=Yes
USA	PROPN	Abbr=Yes
USB	PROPN	Abbr=Yes
USB1.1	SYM	Abbr=Yes
USB2.0	SYM	Abbr=Yes
UT9201	SYM	Abbr=Yes
